CRIME DATE,TIME START,TIME END,ADDRESS,CRIME TYPE,ARREST MADE,LARCENY TYPE,ID
2019-01-01,01:20:00,01:24:00,100 BALLANTYNE RD     ,AGGRAVATED ASSAULT,Yes,,1
2019-01-01,18:19:00,07:00:00,100 DAWES AV     ,LARCENY,No,All Other,2
2019-01-01,01:15:00,02:45:00,100 FENTON ST     ,MV THEFT,No,Motor Vehicle,3
2019-01-01,19:00:00,19:00:00,100 MILDRED AV     ,AGGRAVATED ASSAULT,Yes,,4
2019-01-01,07:25:00,07:25:00,1400 MIDLAND AV     ,AGGRAVATED ASSAULT,No,,5
2019-01-01,12:43:00,12:43:00,1800 W  GENESEE ST     ,LARCENY,No,Shoplifting,6
2019-01-01,08:30:00,08:30:00,200 CLYDE AV     ,AGGRAVATED ASSAULT,No,,7
2019-01-01,13:00:00,13:00:00,200 GENESEE PARK DR     ,MV THEFT,No,Motor Vehicle,8
2019-01-01,00:30:00,00:45:00,300 BRUCE ST     ,AGGRAVATED ASSAULT,Yes,,9
2019-01-01,11:27:00,11:27:00,300 ROWLAND ST     ,AGGRAVATED ASSAULT,No,,10
2019-01-01,16:42:00,16:42:00,300 S  SALINA ST     ,BURGLARY,Yes,From Building,11
2019-01-01,15:06:00,15:06:00,400 SOLAR ST     ,AGGRAVATED ASSAULT,No,,12
2019-01-01,04:08:00,04:08:00,500 CANNON ST     ,AGGRAVATED ASSAULT,No,,13
2019-01-01,18:37:00,18:37:00,600 BUTTERNUT ST     ,AGGRAVATED ASSAULT,Yes,,14
2019-01-01,21:07:00,21:07:00,600 S  GEDDES ST     ,LARCENY,No,From Building,15
2019-01-01,17:02:00,17:05:00,700 E  LAUREL ST     ,ROBBERY,No,Purse Snatch,16
2019-01-01,22:00:00,02:14:00,800 SOUTH AV     ,BURGLARY,No,,17
2019-01-01,23:55:00,12:00:00,900 ACKERMAN AV     ,LARCENY,No,,18
2019-01-02,19:30:00,20:15:00,1 DESTINY USA DR,MV THEFT,No,Motor Vehicle,19
2019-01-02,15:40:00,15:40:00,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,20
2019-01-02,18:00:00,23:50:00,200 WOODBINE AV     ,BURGLARY,No,From Building,21
2019-01-02,21:06:00,21:06:00,2800 S SALINA ST ,MURDER,No,,22
2019-01-02,09:00:00,16:00:00,300 FURMAN ST     ,BURGLARY,No,From Building,23
2019-01-02,23:40:00,23:40:00,400 LODI ST     ,LARCENY,No,All Other,24
2019-01-02,23:00:00,07:00:00,400 S  SALINA ST     ,LARCENY,No,From Building,25
2019-01-02,00:01:00,00:01:00,400 SHONNARD ST     ,AGGRAVATED ASSAULT,No,,26
2019-01-02,19:02:00,19:02:00,400 STOLP AV     ,MV THEFT,No,Motor Vehicle,27
2019-01-02,22:48:00,22:48:00,600 S  GEDDES ST     ,AGGRAVATED ASSAULT,No,,28
2019-01-02,03:00:00,06:00:00,900 N  TOWNSEND ST     ,LARCENY,No,All Other,29
2019-01-03,14:59:00,14:59:00,0 MAXWELL CT     ,AGGRAVATED ASSAULT,Yes,,30
2019-01-03,23:15:00,23:15:00,0 TRELIGN DR     ,MV THEFT,Yes,Motor Vehicle,31
2019-01-03,16:00:00,22:00:00,1 DESTINY USA DR,MV THEFT,No,Motor Vehicle,32
2019-01-03,14:55:00,14:55:00,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,33
2019-01-03,12:00:00,08:30:00,100 CLARENDON AV     ,BURGLARY,No,,34
2019-01-03,20:08:00,20:25:00,100 CROLY ST     ,AGGRAVATED ASSAULT,No,,35
2019-01-03,07:05:00,07:05:00,100 W  FLORENCE AV     ,MV THEFT,No,Motor Vehicle,36
2019-01-03,17:00:00,07:00:00,1000 BUTTERNUT ST     ,LARCENY,No,From Motor Vehicle,37
2019-01-03,13:30:00,13:30:00,1500 SOUTH AV     ,ROBBERY,No,All Other,38
2019-01-03,06:30:00,01:00:00,200 CAYUGA ST     ,MV THEFT,Yes,Motor Vehicle,39
2019-01-03,09:00:00,10:02:00,200 DUANE ST     ,LARCENY,No,From Mailbox,40
2019-01-03,01:00:00,12:00:00,300 PALMER AV     ,LARCENY,No,All Other,41
2019-01-03,09:00:00,09:00:00,500 N  GEDDES ST     ,LARCENY,No,All Other,42
2019-01-03,14:05:00,14:05:00,600 BUTTERNUT ST     ,LARCENY,Yes,Shoplifting,43
2019-01-03,09:00:00,09:00:00,600 N  SALINA ST     ,LARCENY,No,All Other,44
2019-01-03,22:00:00,22:00:00,600 W  ERIE BLVD   ,LARCENY,No,From Motor Vehicle,45
2019-01-03,23:10:00,23:14:00,700 CATHERINE ST     ,AGGRAVATED ASSAULT,Yes,,46
2019-01-03,16:00:00,16:08:00,700 JAMES ST     ,AGGRAVATED ASSAULT,No,,47
2019-01-03,16:10:00,16:10:00,700 JAMES ST     ,BURGLARY,No,,48
2019-01-04,10:30:00,10:30:00,100 CHAFFEE AV     ,BURGLARY,No,From Building,49
2019-01-04,10:19:00,10:19:00,100 LINWELL TER    ,LARCENY,No,All Other,50
2019-01-04,20:25:00,20:25:00,1400 IVY RIDGE RD     ,LARCENY,No,From Motor Vehicle,51
2019-01-04,00:21:00,00:21:00,1600 BELLEVUE AV     ,BURGLARY,No,From Building,52
2019-01-04,23:57:00,00:01:00,200 BRADFORD PKWY   ,MV THEFT,No,Motor Vehicle,53
2019-01-04,11:50:00,11:50:00,400 W  BEAR ST     ,LARCENY,Yes,All Other,54
2019-01-04,18:20:00,18:20:00,500 GIFFORD ST     ,AGGRAVATED ASSAULT,Yes,,55
2019-01-04,12:10:00,12:10:00,600 HAZELWOOD AV     ,LARCENY,No,From Motor Vehicle,56
2019-01-04,17:46:00,19:32:00,600 S  CROUSE AV     ,LARCENY,No,From Motor Vehicle,57
2019-01-04,14:30:00,23:40:00,700 LODI ST     ,MV THEFT,No,Motor Vehicle,58
2019-01-04,09:30:00,09:30:00,700 PARK AV     ,BURGLARY,No,From Building,59
2019-01-04,12:00:00,15:00:00,800 COMSTOCK AV     ,BURGLARY,No,From Building,60
2019-01-04,22:00:00,11:00:00,900 ACKERMAN AV     ,LARCENY,No,From Motor Vehicle,61
2019-01-05,14:41:00,14:41:00,1 DESTINY USA DR,LARCENY,No,All Other,62
2019-01-05,13:00:00,13:15:00,1 DESTINY USA DR,LARCENY,No,All Other,63
2019-01-05,19:33:00,19:37:00,1 DESTINY USA DR,LARCENY,No,Shoplifting,64
2019-01-05,18:48:00,18:48:00,100 REDFIELD PL     ,BURGLARY,Yes,All Other,65
2019-01-05,14:00:00,14:29:00,100 STEUBEN ST     ,LARCENY,Yes,All Other,66
2019-01-05,21:00:00,21:00:00,1000 W  BELDEN AV     ,AGGRAVATED ASSAULT,No,,67
2019-01-05,09:00:00,08:40:00,1900 BELLEVUE AV     ,BURGLARY,No,All Other,68
2019-01-05,19:30:00,19:30:00,400 BUTTERNUT ST     ,LARCENY,Yes,From Building,69
2019-01-05,12:27:00,22:00:00,400 ROBINEAU RD     ,AGGRAVATED ASSAULT,Yes,,70
2019-01-05,19:59:00,19:59:00,400 STOLP AV     ,MV THEFT,No,Motor Vehicle,71
2019-01-05,20:30:00,11:00:00,4100 E  GENESEE ST     ,LARCENY,No,Pocket Picking,72
2019-01-05,15:00:00,15:00:00,500 BUTTERNUT ST     ,AGGRAVATED ASSAULT,Yes,,73
2019-01-05,18:00:00,18:15:00,500 WESTMORELAND AV     ,MV THEFT,No,Motor Vehicle,74
2019-01-05,17:00:00,17:00:00,600 TALLMAN ST     ,AGGRAVATED ASSAULT,No,,75
2019-01-05,16:00:00,16:00:00,700 UNIVERSITY AV     ,LARCENY,No,Shoplifting,76
2019-01-05,11:00:00,14:20:00,900 JAMES ST     ,BURGLARY,No,From Building,77
2019-01-05,02:42:00,02:42:00,900 WOLF ST     ,LARCENY,No,All Other,78
2019-01-06,21:54:00,21:48:00,100 RONEY RD     ,AGGRAVATED ASSAULT,No,,79
2019-01-06,03:00:00,03:00:00,100 TEMPLE PL     ,AGGRAVATED ASSAULT,No,,80
2019-01-06,19:00:00,08:00:00,1000 JAMES ST     ,LARCENY,No,From Motor Vehicle,81
2019-01-06,22:00:00,09:00:00,1100 MADISON ST     ,LARCENY,No,From Motor Vehicle,82
2019-01-06,03:45:00,03:45:00,1300 S  STATE ST     ,LARCENY,No,All Other,83
2019-01-06,06:00:00,06:00:00,200 ABERDEEN TER    ,LARCENY,No,From Motor Vehicle,84
2019-01-06,13:00:00,13:00:00,200 WALNUT PL     ,BURGLARY,No,From Building,85
2019-01-06,13:13:00,13:13:00,2900 JAMES ST     ,LARCENY,No,Shoplifting,86
2019-01-06,04:30:00,04:30:00,300 HILLVIEW AV     ,ROBBERY,No,All Other,87
2019-01-06,14:30:00,17:00:00,300 LIBERTY ST     ,BURGLARY,No,From Building,88
2019-01-06,20:00:00,13:00:00,300 PARK AV     ,LARCENY,No,From Motor Vehicle,89
2019-01-06,03:16:00,22:12:00,300 UNIVERSITY AV     ,MV THEFT,No,Motor Vehicle,90
2019-01-06,21:00:00,22:30:00,800 WESTMORELAND AV     ,LARCENY,No,From Motor Vehicle,91
2019-01-07,12:15:00,12:15:00,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,92
2019-01-07,19:45:00,20:30:00,1 DESTINY USA DR,LARCENY,No,From Motor Vehicle,93
2019-01-07,16:45:00,18:53:00,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,94
2019-01-07,18:05:00,08:05:00,100 BENNINGTON DR     ,LARCENY,No,All Other,95
2019-01-07,12:13:00,12:13:00,1600 ERIE BLVD E ,LARCENY,No,From Motor Vehicle,96
2019-01-07,18:35:00,18:35:00,200 COMSTOCK AV     ,LARCENY,No,From Motor Vehicle,97
2019-01-07,11:58:00,11:58:00,2500 ERIE BLVD E ,LARCENY,Yes,Shoplifting,98
2019-01-07,19:00:00,08:00:00,300 CARLTON RD     ,LARCENY,No,From Motor Vehicle,99
2019-01-07,17:40:00,17:40:00,300 SPRING ST     ,ROBBERY,Yes,All Other,100
2019-01-07,19:30:00,19:30:00,3000 ERIE BLVD E ,LARCENY,No,From Motor Vehicle,101
2019-01-07,09:00:00,08:46:00,400 GRANT AV     ,LARCENY,Yes,All Other,102
2019-01-07,17:34:00,17:34:00,400 W  ONONDAGA ST     ,LARCENY,No,From Building,103
2019-01-07,19:00:00,23:00:00,900 JAMES ST     ,BURGLARY,No,From Building,104
2019-01-07,15:17:00,15:17:00,900 S  SALINA ST     ,LARCENY,No,Shoplifting,105
2019-01-08,16:30:00,16:30:00,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,106
2019-01-08,09:44:00,08:50:00,100 GREENLAND DR     ,LARCENY,No,From Mailbox,107
2019-01-08,06:40:00,06:40:00,1100 PARK ST     ,MV THEFT,No,Motor Vehicle,108
2019-01-08,09:00:00,17:15:00,1300 E  COLVIN ST     ,LARCENY,No,From Motor Vehicle,109
2019-01-08,14:00:00,14:00:00,1600 E  ERIE BLVD   ,LARCENY,No,From Motor Vehicle,110
2019-01-08,18:13:00,18:13:00,3800 S  SALINA ST     ,LARCENY,No,From Building,111
2019-01-08,09:50:00,18:10:00,400 E  WASHINGTON ST     ,MV THEFT,No,Motor Vehicle,112
2019-01-08,23:40:00,23:40:00,500 ASH ST     ,ROBBERY,No,All Other,113
2019-01-08,19:00:00,19:00:00,600 GIFFORD ST     ,ROBBERY,No,All Other,114
2019-01-09,19:00:00,01:10:00,100 FERNWOOD AV     ,BURGLARY,No,From Building,115
2019-01-09,15:30:00,15:36:00,100 JOSEPHINE ST     ,MV THEFT,No,Motor Vehicle,116
2019-01-09,23:54:00,23:54:00,100 S  FRANKLIN ST     ,LARCENY,No,From Motor Vehicle,117
2019-01-09,02:30:00,03:00:00,100 S  MIDLER AV     ,BURGLARY,No,From Building,118
2019-01-09,06:02:00,02:00:00,1000 COL EILEEN COLLINS BLVD   ,MV THEFT,No,Motor Vehicle,119
2019-01-09,06:02:00,02:00:00,1000 COL EILEEN COLLINS BLVD   ,MV THEFT,No,Motor Vehicle,120
2019-01-09,01:25:00,01:25:00,300 CARBON ST     ,ROBBERY,Yes,Motor Vehicle,121
2019-01-09,11:13:00,11:13:00,4100 S  SALINA ST     ,LARCENY,Yes,Shoplifting,122
2019-01-09,12:15:00,12:15:00,600 WALNUT AV     ,LARCENY,No,From Building,123
2019-01-09,15:00:00,15:06:00,700 N  ALVORD ST     ,LARCENY,No,All Other,124
2019-01-09,00:25:00,00:25:00,900 WOLF ST     ,LARCENY,No,All Other,125
2019-01-10,16:13:00,16:13:00,0 S SALINA ST & E KENNEDY ST        ,AGGRAVATED ASSAULT,No,,126
2019-01-10,17:00:00,17:00:00,100 E  WASHINGTON ST     ,LARCENY,No,All Other,127
2019-01-10,21:00:00,21:00:00,100 MERZ AV     ,LARCENY,No,From Motor Vehicle,128
2019-01-10,22:25:00,22:25:00,100 RIDER AV     ,AGGRAVATED ASSAULT,No,,129
2019-01-10,17:26:00,17:26:00,100 W  SENECA TPKE   ,LARCENY,No,From Mailbox,130
2019-01-10,20:00:00,06:00:00,1400 S  MCBRIDE ST     ,LARCENY,No,From Motor Vehicle,131
2019-01-10,01:02:00,01:02:00,2500 ERIE BLVD E ,LARCENY,Yes,Shoplifting,132
2019-01-10,23:30:00,23:30:00,300 KIRK AV     ,ROBBERY,No,All Other,133
2019-01-10,08:00:00,08:00:00,400 BUTTERNUT ST     ,LARCENY,No,All Other,134
2019-01-10,15:00:00,12:00:00,400 E  WASHINGTON ST     ,LARCENY,No,From Motor Vehicle,135
2019-01-10,09:30:00,09:30:00,600 BUTTERNUT ST     ,LARCENY,Yes,All Other,136
2019-01-10,01:27:00,01:27:00,600 S  GEDDES ST     ,ROBBERY,Yes,All Other,137
2019-01-10,16:30:00,16:30:00,700 N  CLINTON ST     ,LARCENY,No,All Other,138
2019-01-10,17:41:00,17:41:00,800 JAMES ST     ,ROBBERY,No,All Other,139
2019-01-11,19:15:00,19:15:00,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,140
2019-01-11,19:10:00,19:10:00,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,141
2019-01-11,12:00:00,11:30:00,100 ELMWOOD AV     ,LARCENY,No,From Motor Vehicle,142
2019-01-11,07:00:00,23:00:00,100 LINWILL TER    ,BURGLARY,No,All Other,143
2019-01-11,12:55:00,12:55:00,200 DELHI ST     ,BURGLARY,No,From Building,144
2019-01-11,11:00:00,17:55:00,200 WAVERLY AV     ,LARCENY,No,Of Bicycle,145
2019-01-11,16:00:00,09:00:00,300 S  SALINA ST     ,BURGLARY,No,From Building,146
2019-01-11,08:00:00,08:10:00,300 SHIRLEY DR     ,MV THEFT,No,Motor Vehicle,147
2019-01-11,18:00:00,18:00:00,700 IVY RIDGE RD     ,LARCENY,No,From Motor Vehicle,148
2019-01-12,13:25:00,13:25:00,1 DESTINY USA DR,LARCENY,No,Shoplifting,149
2019-01-12,18:30:00,20:30:00,1 DESTINY USA DR,MV THEFT,No,All Other,150
2019-01-12,17:55:00,17:55:00,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,151
2019-01-12,12:01:00,12:59:00,100 E  ONONDAGA ST     ,LARCENY,No,All Other,152
2019-01-12,15:20:00,15:21:00,1300 E  COLVIN ST     ,LARCENY,No,All Other,153
2019-01-12,12:50:00,12:50:00,1700 VALLEY DR     ,BURGLARY,No,,154
2019-01-12,15:00:00,15:00:00,200 E  COLVIN ST     ,MV THEFT,No,Motor Vehicle,155
2019-01-12,22:38:00,22:38:00,2000 E  FAYETTE ST     ,AGGRAVATED ASSAULT,No,,156
2019-01-12,00:21:00,00:21:00,300 PRIMROSE AV     ,AGGRAVATED ASSAULT,Yes,,157
2019-01-12,04:30:00,04:30:00,3300 S  SALINA ST     ,BURGLARY,No,From Building,158
2019-01-12,17:30:00,10:00:00,3500 E  GENESEE ST     ,BURGLARY,No,From Building,159
2019-01-12,03:37:00,03:37:00,500 S  CLINTON ST     ,AGGRAVATED ASSAULT,Yes,,160
2019-01-12,04:20:00,04:20:00,700 S  GEDDES ST     ,LARCENY,No,All Other,161
2019-01-12,18:02:00,18:03:00,900 IRVING AV     ,LARCENY,No,All Other,162
2019-01-13,13:30:00,13:30:00,1 DESTINY USA DR,MV THEFT,Yes,All Other,163
2019-01-13,11:00:00,13:00:00,100 MCCLURE AV     ,BURGLARY,No,,164
2019-01-13,19:00:00,19:00:00,100 SATURN DR     ,BURGLARY,No,From Building,165
2019-01-13,18:58:00,18:59:00,1000 NORTHWAY ST     ,AGGRAVATED ASSAULT,Yes,,166
2019-01-13,23:00:00,23:09:00,1100 BUTTERNUT ST     ,AGGRAVATED ASSAULT,Yes,,167
2019-01-13,22:30:00,23:16:00,200 W  BEARD AV     ,AGGRAVATED ASSAULT,No,All Other,168
2019-01-13,16:30:00,16:30:00,300 N  STATE ST     ,LARCENY,No,From Building,169
2019-01-13,07:30:00,16:00:00,3000 E  GENESEE ST     ,LARCENY,No,Of MV Parts/Accessories,170
2019-01-13,01:30:00,01:30:00,600 N  GEDDES ST     ,AGGRAVATED ASSAULT,No,,171
2019-01-13,16:43:00,16:43:00,700 FIRST NORTH ST     ,LARCENY,Yes,Shoplifting,172
2019-01-13,12:00:00,12:00:00,700 N  SALINA ST     ,LARCENY,No,From Motor Vehicle,173
2019-01-14,16:38:00,16:38:00,1 DESTINY USA DR,LARCENY,No,All Other,174
2019-01-14,18:24:00,18:24:00,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,175
2019-01-14,02:01:00,02:01:00,1600 W  GENESEE ST     ,MV THEFT,Yes,Motor Vehicle,176
2019-01-14,04:53:00,05:03:00,200 DALE ST     ,LARCENY,No,All Other,177
2019-01-14,15:04:00,15:04:00,300 HOLLAND ST     ,AGGRAVATED ASSAULT,No,,178
2019-01-14,02:56:00,02:56:00,3000 MIDLAND AV     ,AGGRAVATED ASSAULT,Yes,,179
2019-01-14,09:30:00,10:57:00,400 E  GENESEE ST     ,ROBBERY,No,All Other,180
2019-01-14,04:45:00,04:45:00,600 TURTLE ST     ,LARCENY,No,All Other,181
2019-01-14,23:00:00,11:30:00,700 SUMMIT AV     ,BURGLARY,No,From Building,182
2019-01-14,16:30:00,17:30:00,800 COMSTOCK AV     ,LARCENY,No,All Other,183
2019-01-15,17:35:00,18:00:00,1 DESTINY USA DR,LARCENY,No,All Other,184
2019-01-15,19:45:00,19:45:00,1 DESTINY USA DR,LARCENY,No,Shoplifting,185
2019-01-15,11:55:00,11:55:00,1 DESTINY USA DR,LARCENY,No,Shoplifting,186
2019-01-15,18:23:00,18:23:00,100 CHATHAM PL     ,LARCENY,No,,187
2019-01-15,18:00:00,05:50:00,100 KENWOOD AV     ,BURGLARY,No,From Building,188
2019-01-15,09:25:00,10:22:00,100 NEW ST     ,ROBBERY,Yes,Pocket Picking,189
2019-01-15,11:45:00,11:45:00,1100 W  BELDEN AV     ,AGGRAVATED ASSAULT,No,,190
2019-01-15,16:00:00,10:00:00,1200 HARRISON ST     ,LARCENY,No,From Motor Vehicle,191
2019-01-15,06:00:00,06:00:00,1800 GRANT BLVD   ,LARCENY,No,From Motor Vehicle,192
2019-01-15,09:00:00,09:20:00,200 MOONEY AV     ,MV THEFT,No,Motor Vehicle,193
2019-01-15,07:55:00,07:55:00,300 ROWLAND ST     ,MV THEFT,No,Motor Vehicle,194
2019-01-15,12:00:00,12:00:00,400 FAYETTE BLVD   ,BURGLARY,No,All Other,195
2019-01-15,20:45:00,08:00:00,400 JAMES ST     ,LARCENY,No,All Other,196
2019-01-15,02:00:00,12:15:00,700 COMSTOCK AV     ,LARCENY,No,From Motor Vehicle,197
2019-01-15,14:23:00,10:27:00,900 EMERSON AV     ,BURGLARY,No,From Building,198
2019-01-15,14:00:00,12:55:00,900 N  ALVORD ST     ,LARCENY,No,All Other,199
2019-01-16,19:56:00,19:56:00,1 DESTINY USA DR,LARCENY,No,Shoplifting,200
2019-01-16,14:50:00,14:50:00,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,201
2019-01-16,12:00:00,12:40:00,100 HIGHLAND ST     ,LARCENY,No,From Motor Vehicle,202
2019-01-16,12:30:00,13:15:00,100 JOSEPHINE ST     ,BURGLARY,No,From Building,203
2019-01-16,06:45:00,06:45:00,100 PARKWAY DR     ,MV THEFT,No,Motor Vehicle,204
2019-01-16,17:11:00,17:11:00,1000 BUTTERNUT ST     ,ROBBERY,No,Purse Snatch,205
2019-01-16,14:05:00,14:05:00,1000 S  MCBRIDE ST     ,LARCENY,No,All Other,206
2019-01-16,20:00:00,07:00:00,1200 SOUTH AV     ,BURGLARY,No,From Building,207
2019-01-16,15:46:00,15:46:00,1900 COURT ST     ,AGGRAVATED ASSAULT,Yes,,208
2019-01-16,17:20:00,17:21:00,2600 ERIE BLVD E ,MV THEFT,No,Motor Vehicle,209
2019-01-16,08:00:00,08:00:00,300 ERIE ST     ,LARCENY,No,All Other,210
2019-01-16,20:30:00,20:30:00,300 N  MIDLER AV     ,ROBBERY,No,All Other,211
2019-01-16,11:09:00,11:09:00,3400 BURNET AV     ,MV THEFT,Yes,Motor Vehicle,212
2019-01-16,14:05:00,14:06:00,4100 E  GENESEE ST     ,LARCENY,No,From Mailbox,213
2019-01-16,20:33:00,20:33:00,500 S  STATE ST     ,MV THEFT,Yes,Motor Vehicle,214
2019-01-17,04:50:00,05:00:00,100 BALLANTYNE RD     ,AGGRAVATED ASSAULT,No,,215
2019-01-17,12:00:00,13:00:00,100 BALLANTYNE RD     ,LARCENY,No,All Other,216
2019-01-17,00:00:00,00:00:00,1200 MILTON AV     ,BURGLARY,No,From Building,217
2019-01-17,09:00:00,14:00:00,200 JOHN ST     ,LARCENY,No,All Other,218
2019-01-17,18:30:00,21:20:00,200 MCKINLEY AV     ,MV THEFT,No,Motor Vehicle,219
2019-01-17,19:24:00,19:24:00,200 TENNYSON AV     ,LARCENY,No,All Other,220
2019-01-17,20:00:00,07:30:00,2000 GRANT BLVD   ,MV THEFT,No,Motor Vehicle,221
2019-01-17,12:00:00,15:37:00,2600 S  SALINA ST     ,LARCENY,No,All Other,222
2019-01-17,07:30:00,12:00:00,800 MILTON AV     ,BURGLARY,No,,223
2019-01-18,20:00:00,20:00:00,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,224
2019-01-18,09:07:00,09:07:00,100 AUSTIN AV     ,AGGRAVATED ASSAULT,Yes,,225
2019-01-18,01:08:00,01:08:00,100 PETERS ST     ,BURGLARY,Yes,,226
2019-01-18,22:00:00,05:00:00,100 ROBERTS AVE    ,LARCENY,No,From Motor Vehicle,227
2019-01-18,12:00:00,09:00:00,1700 COURT ST     ,LARCENY,No,All Other,228
2019-01-18,11:00:00,12:55:00,200 BEECHER ST     ,MV THEFT,No,Motor Vehicle,229
2019-01-18,23:30:00,09:00:00,200 ROBERTS AVE    ,LARCENY,No,From Motor Vehicle,230
2019-01-18,15:14:00,15:14:00,300 CATAWBA ST     ,AGGRAVATED ASSAULT,Yes,,231
2019-01-18,16:30:00,08:30:00,300 JOHN ST     ,BURGLARY,No,From Building,232
2019-01-18,21:30:00,04:53:00,500 WOLF ST     ,ROBBERY,Yes,All Other,233
2019-01-18,12:00:00,16:00:00,600 E  COLVIN ST     ,LARCENY,No,From Motor Vehicle,234
2019-01-18,22:38:00,22:38:00,700 S  BEECH ST     ,AGGRAVATED ASSAULT,No,,235
2019-01-19,14:30:00,14:30:00,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,236
2019-01-19,00:00:00,00:17:00,100 DICKERSON ST     ,LARCENY,No,All Other,237
2019-01-19,19:00:00,19:00:00,100 FERRIS ST     ,LARCENY,No,All Other,238
2019-01-19,11:10:00,11:10:00,100 MAGNOLIA ST     ,LARCENY,No,All Other,239
2019-01-19,09:30:00,09:35:00,100 W  NEWELL ST     ,BURGLARY,Yes,From Building,240
2019-01-19,11:40:00,11:40:00,100 WASHINGTON SQ     ,ROBBERY,No,All Other,241
2019-01-19,01:00:00,01:00:00,1900 E  FAYETTE ST     ,AGGRAVATED ASSAULT,No,,242
2019-01-19,12:40:00,12:43:00,2400 MIDLAND AV     ,AGGRAVATED ASSAULT,No,,243
2019-01-19,04:10:00,04:10:00,300 MERRIMAN AV     ,AGGRAVATED ASSAULT,No,,244
2019-01-19,09:00:00,09:00:00,400 AVERY AV     ,LARCENY,No,All Other,245
2019-01-19,12:00:00,12:00:00,400 TULLY ST     ,MV THEFT,No,Motor Vehicle,246
2019-01-19,21:59:00,21:59:00,500 COURT ST     ,MV THEFT,No,Motor Vehicle,247
2019-01-20,21:45:00,21:45:00,1100 CANNON ST     ,MV THEFT,No,Motor Vehicle,248
2019-01-20,18:20:00,18:20:00,700 IRVING AV     ,MV THEFT,No,Motor Vehicle,249
2019-01-21,15:30:00,16:10:00,1 DESTINY USA DR,LARCENY,No,From Building,250
2019-01-21,21:00:00,09:00:00,100 W  GENESEE ST     ,LARCENY,No,From Building,251
2019-01-21,23:00:00,23:00:00,1200 SPRING ST     ,ROBBERY,No,All Other,252
2019-01-21,17:00:00,11:50:00,1800 E  FAYETTE ST     ,BURGLARY,No,From Building,253
2019-01-21,08:00:00,17:00:00,300 LEXINGTON AV     ,BURGLARY,No,All Other,254
2019-01-21,00:00:00,19:46:00,300 RICHMOND AV     ,LARCENY,No,From Motor Vehicle,255
2019-01-21,11:45:00,11:48:00,400 VALLEY DR     ,LARCENY,No,From Motor Vehicle,256
2019-01-21,13:05:00,22:40:00,900 ERIE BLVD W ,LARCENY,No,From Motor Vehicle,257
2019-01-22,16:00:00,09:00:00,100 ANGELOU TER    ,LARCENY,No,From Motor Vehicle,258
2019-01-22,06:35:00,12:35:00,100 LAFAYETTE RD     ,LARCENY,No,From Motor Vehicle,259
2019-01-22,12:00:00,14:00:00,1000 COL EILEEN COLLINS BLVD   ,MV THEFT,No,Motor Vehicle,260
2019-01-22,12:00:00,12:00:00,1000 COL EILEEN COLLINS BLVD   ,MV THEFT,No,Motor Vehicle,261
2019-01-22,09:12:00,09:12:00,1000 JAMES ST     ,AGGRAVATED ASSAULT,Yes,,262
2019-01-22,16:00:00,16:00:00,200 HAZELHURST AV     ,AGGRAVATED ASSAULT,No,,263
2019-01-22,18:49:00,18:49:00,2300 JAMES ST     ,LARCENY,Yes,All Other,264
2019-01-22,19:30:00,19:30:00,2900 ERIE BLVD E ,LARCENY,No,All Other,265
2019-01-22,18:10:00,18:10:00,300 S  WARREN ST     ,ROBBERY,No,Pocket Picking,266
2019-01-22,18:00:00,19:10:00,300 SEELEY RD     ,BURGLARY,No,All Other,267
2019-01-22,20:38:00,05:30:00,800 ERIE BLVD W ,BURGLARY,No,Motor Vehicle,268
2019-01-22,13:32:00,13:32:00,900 BALLANTYNE RD ,MURDER,Yes,,269
2019-01-22,23:00:00,05:15:00,900 S  MCBRIDE ST     ,LARCENY,No,From Motor Vehicle,270
2019-01-23,00:00:00,00:00:00,0 UNKNOWN        ,LARCENY,No,All Other,271
2019-01-23,14:30:00,14:30:00,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,272
2019-01-23,21:45:00,21:45:00,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,273
2019-01-23,00:00:00,00:00:00,100 N  MIDLER AV     ,LARCENY,No,From Building,274
2019-01-23,18:40:00,18:40:00,1200 LEMOYNE AV     ,AGGRAVATED ASSAULT,Yes,,275
2019-01-23,18:55:00,18:55:00,2000 S  SALINA ST     ,AGGRAVATED ASSAULT,Yes,,276
2019-01-23,20:00:00,21:00:00,2800 ERIE BLVD E ,LARCENY,No,All Other,277
2019-01-23,14:52:00,14:52:00,400 BEAR ST     ,ROBBERY,No,All Other,278
2019-01-23,20:53:00,20:53:00,400 STOLP AV     ,MV THEFT,No,Motor Vehicle,279
