CRIME DATE,TIME START,TIME END,ADDRESS,CRIME TYPE,ARREST MADE,LARCENY TYPE,ID
2019-11-21,07:27:00,04:00:00,100 RONEY LN     ,AGGRAVATED ASSAULT,Yes,,5134
2019-11-21,21:44:00,04:34:00,1100 MADISON ST     ,LARCENY,No,From Motor Vehicle,5135
2019-11-21,04:28:00,04:28:00,1300 WESTCOTT ST     ,BURGLARY,No,,5136
2019-11-21,03:22:00,21:41:00,200 DUANE ST     ,LARCENY,No,All Other,5137
2019-11-21,03:25:00,03:25:00,200 MOORE AV     ,BURGLARY,Yes,,5138
2019-11-21,16:11:00,16:11:00,200 S  GEDDES ST     ,LARCENY,Yes,Shoplifting,5139
2019-11-21,13:18:00,11:08:00,2800 MIDLAND AV     ,AGGRAVATED ASSAULT,Yes,,5140
2019-11-21,11:56:00,07:50:00,2800 S  SALINA ST     ,BURGLARY,No,From Building,5141
2019-11-21,04:31:00,04:31:00,300 N  MCBRIDE ST     ,AGGRAVATED ASSAULT,Yes,,5142
2019-11-21,21:56:00,21:56:00,400 MERRIMAN AV     ,ROBBERY,Yes,All Other,5143
2019-11-21,04:56:00,00:39:00,600 N  STATE ST     ,BURGLARY,No,From Building,5144
2019-11-21,17:30:00,12:00:00,700 EUCLID AV     ,LARCENY,No,From Motor Vehicle,5145
2019-11-22,13:42:00,13:42:00,0 S  SALINA ST     ,AGGRAVATED ASSAULT,No,,5146
2019-11-22,06:26:00,06:26:00,1 DESTINY USA DR,LARCENY,No,All Other,5147
2019-11-22,16:50:00,16:50:00,1 DESTINY USA DR,LARCENY,No,Shoplifting,5148
2019-11-22,19:18:00,16:57:00,1 DESTINY USA DR,LARCENY,Yes,All Other,5149
2019-11-22,20:58:00,10:19:00,100 BRADFORD PKWY   ,LARCENY,No,All Other,5150
2019-11-22,13:41:00,10:00:00,100 CLIFFSIDE DR     ,AGGRAVATED ASSAULT,Yes,,5151
2019-11-22,14:08:00,12:00:00,100 COLERIDGE AV     ,BURGLARY,No,From Building,5152
2019-11-22,06:05:00,21:01:00,100 DICKERSON ST     ,AGGRAVATED ASSAULT,Yes,,5153
2019-11-22,21:45:00,21:45:00,100 LANDON AV     ,LARCENY,No,All Other,5154
2019-11-22,23:57:00,18:00:00,100 SIMS DR     ,LARCENY,No,From Building,5155
2019-11-22,16:56:00,16:00:00,1200 JAMES ST     ,MV THEFT,No,Motor Vehicle,5156
2019-11-22,17:37:00,11:05:00,1700 COURT ST     ,BURGLARY,No,From Building,5157
2019-11-22,08:09:00,12:00:00,200 DOROTHY ST     ,LARCENY,No,All Other,5158
2019-11-22,19:43:00,19:43:00,200 S  GEDDES ST     ,LARCENY,No,Shoplifting,5159
2019-11-22,07:13:00,14:35:00,400 ELM ST     ,LARCENY,No,All Other,5160
2019-11-22,22:30:00,22:30:00,600 ROBINSON ST     ,LARCENY,No,All Other,5161
2019-11-22,06:42:00,06:42:00,600 SOUTH AV     ,LARCENY,No,All Other,5162
2019-11-23,19:55:00,12:57:00,1 DESTINY USA DR,LARCENY,No,Shoplifting,5163
2019-11-23,06:29:00,17:53:00,1 DESTINY USA DR,LARCENY,No,From Motor Vehicle,5164
2019-11-23,22:53:00,22:53:00,1 DESTINY USA DR,LARCENY,No,All Other,5165
2019-11-23,18:05:00,18:05:00,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,5166
2019-11-23,06:07:00,06:07:00,100 ANGELOU TER    ,MV THEFT,No,Motor Vehicle,5167
2019-11-23,05:43:00,05:43:00,100 GRIFFITHS ST     ,ROBBERY,No,From Building,5168
2019-11-23,05:30:00,05:30:00,1000 S  CLINTON ST     ,LARCENY,Yes,Pocket Picking,5169
2019-11-23,06:25:00,19:00:00,1300 BUTTERNUT ST     ,LARCENY,No,Pocket Picking,5170
2019-11-23,22:46:00,16:53:00,1400 MIDLAND AV     ,LARCENY,No,Of Bicycle,5171
2019-11-23,17:21:00,04:53:00,1800 W  FAYETTE ST     ,LARCENY,No,From Building,5172
2019-11-23,20:06:00,13:30:00,2400 E  ERIE BLVD        ,LARCENY,No,From Building,5173
2019-11-23,09:59:00,07:45:00,400 BUTTERNUT ST     ,LARCENY,Yes,Shoplifting,5174
2019-11-23,14:43:00,14:43:00,600 BUTTERNUT ST     ,LARCENY,Yes,Shoplifting,5175
2019-11-23,04:08:00,23:12:00,700 E  LAUREL ST     ,BURGLARY,No,,5176
2019-11-23,12:08:00,12:08:00,900 IRVING AV     ,LARCENY,Yes,All Other,5177
2019-11-24,21:40:00,17:30:00,0 COSTELLO CT     ,MV THEFT,No,Motor Vehicle,5178
2019-11-24,02:49:00,18:29:00,1 DESTINY USA DR,LARCENY,No,From Motor Vehicle,5179
2019-11-24,14:27:00,07:00:00,100 BALLANTYNE RD     ,BURGLARY,No,From Building,5180
2019-11-24,05:28:00,05:28:00,100 GRIFFITHS ST     ,ROBBERY,No,All Other,5181
2019-11-24,15:44:00,15:30:00,100 SIMS DR     ,LARCENY,No,From Building,5182
2019-11-24,13:59:00,06:17:00,100 WOLF ST     ,LARCENY,No,All Other,5183
2019-11-24,08:59:00,03:26:00,200 HERRIMAN ST     ,BURGLARY,Yes,,5184
2019-11-24,14:52:00,09:30:00,200 MILBURN DR     ,LARCENY,No,From Motor Vehicle,5185
2019-11-24,06:21:00,04:10:00,2300 LODI ST     ,AGGRAVATED ASSAULT,No,,5186
2019-11-24,01:13:00,17:30:00,4700 ONONDAGA BLVD   ,LARCENY,No,Shoplifting,5187
2019-11-24,08:31:00,08:31:00,500 BUTTERNUT ST     ,LARCENY,Yes,Shoplifting,5188
2019-11-24,23:01:00,12:00:00,500 W  BRIGHTON AV     ,LARCENY,No,All Other,5189
2019-11-24,00:04:00,00:04:00,700 E  WASHINGTON ST     ,BURGLARY,Yes,From Building,5190
2019-11-24,22:54:00,13:30:00,700 S  WARREN ST     ,LARCENY,No,From Motor Vehicle,5191
2019-11-24,14:17:00,14:17:00,800 COMSTOCK AV     ,LARCENY,No,From Motor Vehicle,5192
2019-11-24,22:58:00,22:58:00,900 JAMES ST     ,LARCENY,No,From Building,5193
2019-11-25,13:48:00,13:48:00,1 DESTINY USA DR,LARCENY,No,Shoplifting,5194
2019-11-25,15:36:00,15:36:00,1 DESTINY USA DR,LARCENY,Yes,,5195
2019-11-25,09:45:00,07:43:00,100 E  ONONDAGA ST     ,LARCENY,Yes,Shoplifting,5196
2019-11-25,14:43:00,09:30:00,100 EDTIM RD     ,LARCENY,No,All Other,5197
2019-11-25,22:33:00,20:00:00,100 OLIVE ST     ,LARCENY,No,From Motor Vehicle,5198
2019-11-25,18:17:00,11:15:00,1100 OAK ST     ,BURGLARY,No,From Building,5199
2019-11-25,09:41:00,16:25:00,2000 BELLEVUE AV     ,LARCENY,No,All Other,5200
2019-11-25,22:34:00,19:30:00,300 HARRISON ST     ,LARCENY,No,From Motor Vehicle,5201
2019-11-25,17:57:00,23:59:00,300 HATCH ST     ,LARCENY,No,All Other,5202
2019-11-25,17:27:00,17:27:00,300 SEYMOUR ST     ,LARCENY,Yes,,5203
2019-11-25,22:51:00,22:51:00,3000 JAMES ST     ,BURGLARY,No,From Building,5204
2019-11-25,13:30:00,13:30:00,400 STOLP AV     ,AGGRAVATED ASSAULT,Yes,,5205
2019-11-25,17:54:00,15:15:00,500 UNIVERSITY AV     ,LARCENY,No,All Other,5206
2019-11-25,,00:00:00,600 W ONONDAGA ST ,MURDER,No,,5207
2019-11-25,06:29:00,03:46:00,700 BUTTERNUT ST     ,BURGLARY,No,,5208
2019-11-26,21:01:00,16:13:00,1 DESTINY USA DR,ROBBERY,Yes,Shoplifting,5209
2019-11-26,06:38:00,22:46:00,100 E  WATER ST     ,AGGRAVATED ASSAULT,Yes,,5210
2019-11-26,04:46:00,04:46:00,100 KNAUL ST     ,AGGRAVATED ASSAULT,No,,5211
2019-11-26,04:38:00,03:45:00,1300 PARK ST     ,ROBBERY,Yes,From Building,5212
2019-11-26,23:39:00,23:49:00,1600 E  FAYETTE ST     ,AGGRAVATED ASSAULT,Yes,,5213
2019-11-26,10:34:00,00:00:00,1700 S  SALINA ST     ,BURGLARY,No,From Building,5214
2019-11-26,10:45:00,02:00:00,200 GRAND AV     ,LARCENY,No,From Motor Vehicle,5215
2019-11-26,19:28:00,12:00:00,2400 ERIE BLVD E ,LARCENY,No,Purse Snatch,5216
2019-11-26,19:33:00,18:30:00,300 CATHERINE ST     ,BURGLARY,No,From Building,5217
2019-11-26,22:57:00,22:57:00,3000 JAMES ST     ,LARCENY,No,All Other,5218
2019-11-26,00:45:00,00:45:00,500 BUTTERNUT ST     ,AGGRAVATED ASSAULT,Yes,,5219
2019-11-26,06:40:00,06:40:00,500 DELAWARE ST     ,ROBBERY,No,All Other,5220
2019-11-26,06:44:00,06:44:00,500 PARK ST     ,BURGLARY,No,All Other,5221
2019-11-26,22:45:00,22:45:00,500 W  ONONDAGA ST     ,LARCENY,No,From Building,5222
2019-11-26,12:08:00,09:30:00,600 ROBINSON ST     ,LARCENY,No,From Motor Vehicle,5223
2019-11-26,18:02:00,12:05:00,900 N  SALINA ST     ,LARCENY,No,All Other,5224
2019-11-27,18:37:00,20:26:00,1 DESTINY USA DR,LARCENY,No,Shoplifting,5225
2019-11-27,08:49:00,19:40:00,1 DESTINY USA DR,LARCENY,No,All Other,5226
2019-11-27,22:27:00,22:27:00,100 SCHNEIDER ST     ,LARCENY,No,All Other,5227
2019-11-27,05:38:00,23:11:00,100 W  KENNEDY ST     ,MV THEFT,No,Motor Vehicle,5228
2019-11-27,13:03:00,07:20:00,200 LAKEVIEW AV     ,LARCENY,No,From Motor Vehicle,5229
2019-11-27,21:00:00,21:00:00,200 N  STATE ST     ,LARCENY,Yes,,5230
2019-11-27,14:43:00,18:30:00,200 S  WARREN ST     ,MV THEFT,No,Motor Vehicle,5231
2019-11-27,16:04:00,12:33:00,200 TAFT AV     ,AGGRAVATED ASSAULT,Yes,,5232
2019-11-27,09:25:00,04:26:00,200 WESTMORELAND AV     ,AGGRAVATED ASSAULT,No,From Building,5233
2019-11-27,18:08:00,21:06:00,500 CARBON ST     ,BURGLARY,No,From Building,5234
2019-11-27,18:29:00,12:24:00,500 E  COLVIN ST     ,LARCENY,No,All Other,5235
2019-11-27,23:56:00,20:53:00,600 BUTTERNUT ST     ,LARCENY,Yes,Shoplifting,5236
2019-11-28,21:09:00,18:49:00,100 E  MATSON AV     ,AGGRAVATED ASSAULT,Yes,,5237
2019-11-28,05:41:00,05:41:00,100 MCALLISTER AV     ,ROBBERY,No,All Other,5238
2019-11-28,05:27:00,05:27:00,100 MCKINLEY AV     ,ROBBERY,No,Motor Vehicle,5239
2019-11-28,05:47:00,05:47:00,100 W  FAYETTE ST     ,AGGRAVATED ASSAULT,Yes,,5240
2019-11-28,14:28:00,12:00:00,100 W  SENECA TPKE   ,LARCENY,No,All Other,5241
2019-11-28,13:26:00,09:39:00,1200 MILTON AV     ,AGGRAVATED ASSAULT,Yes,,5242
2019-11-28,06:42:00,06:42:00,200 S  GEDDES ST     ,BURGLARY,No,From Building,5243
2019-11-28,06:26:00,06:26:00,200 UNION PL     ,LARCENY,No,From Motor Vehicle,5244
2019-11-28,13:27:00,13:27:00,2900 S  SALINA ST     ,ROBBERY,No,Pocket Picking,5245
2019-11-28,20:07:00,20:07:00,300 VILLAGE DR     ,LARCENY,No,All Other,5246
2019-11-28,08:30:00,02:15:00,3700 S  SALINA ST     ,AGGRAVATED ASSAULT,Yes,,5247
2019-11-28,16:13:00,16:13:00,4700 ONONDAGA BLVD   ,LARCENY,No,From Building,5248
2019-11-28,07:13:00,02:01:00,500 CATHERINE ST     ,LARCENY,No,All Other,5249
2019-11-28,14:42:00,11:30:00,500 RICHMOND AV     ,LARCENY,No,All Other,5250
2019-11-28,08:22:00,17:40:00,700 E  GENESEE ST     ,LARCENY,No,Of MV Parts/Accessories,5251
2019-11-29,07:12:00,22:30:00,1 DESTINY USA DR,MV THEFT,No,Motor Vehicle,5252
2019-11-29,05:21:00,19:52:00,1 DESTINY USA DR,LARCENY,No,All Other,5253
2019-11-29,19:33:00,19:33:00,1 DESTINY USA DR,LARCENY,No,All Other,5254
2019-11-29,20:30:00,20:30:00,100 BENEDICT AV     ,LARCENY,No,From Motor Vehicle,5255
2019-11-29,20:08:00,20:08:00,100 MCALLISTER AV     ,ROBBERY,Yes,All Other,5256
2019-11-29,,14:41:00,100 SOUTH AVE ,MURDER,Yes,,5257
2019-11-29,18:48:00,18:48:00,200 N  STATE ST     ,LARCENY,Yes,From Motor Vehicle,5258
2019-11-29,17:49:00,17:49:00,400 GRAND AV     ,MV THEFT,Yes,Motor Vehicle,5259
2019-11-29,07:53:00,07:53:00,600 BELLEVUE AV     ,ROBBERY,Yes,All Other,5260
2019-11-29,20:03:00,12:30:00,600 W  COLVIN ST     ,BURGLARY,No,From Building,5261
2019-11-29,00:00:00,00:00:00,700 EUCLID AV     ,LARCENY,No,From Motor Vehicle,5262
2019-11-29,03:52:00,20:53:00,700 JAMES ST     ,AGGRAVATED ASSAULT,No,,5263
2019-11-30,03:34:00,03:34:00,1 DESTINY USA DR,AGGRAVATED ASSAULT,Yes,,5264
2019-11-30,14:31:00,14:31:00,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,5265
2019-11-30,21:15:00,18:26:00,100 DABLON CT     ,AGGRAVATED ASSAULT,Yes,,5266
2019-11-30,20:29:00,16:44:00,100 EASTVIEW AV     ,LARCENY,Yes,All Other,5267
2019-11-30,08:53:00,23:45:00,100 LINWILL TER    ,LARCENY,No,From Motor Vehicle,5268
2019-11-30,11:10:00,11:10:00,1100 N  SALINA ST     ,BURGLARY,No,From Building,5269
2019-11-30,08:33:00,14:50:00,300 W  GENESEE ST     ,LARCENY,No,All Other,5270
2019-11-30,14:55:00,14:55:00,400 BEAR ST     ,MV THEFT,No,Motor Vehicle,5271
2019-11-30,19:05:00,19:05:00,400 BUTTERNUT ST     ,LARCENY,Yes,,5272
2019-11-30,14:03:00,14:03:00,400 RIDGEWOOD DR     ,LARCENY,No,All Other,5273
2019-11-30,01:41:00,23:30:00,500 HICKORY ST     ,BURGLARY,Yes,,5274
2019-11-30,06:14:00,06:14:00,600 N  SALINA ST     ,MV THEFT,No,Motor Vehicle,5275
2019-11-30,08:36:00,06:00:00,700 LIVINGSTON AV     ,LARCENY,No,All Other,5276
2019-11-30,21:00:00,09:00:00,700 SUMNER AV     ,BURGLARY,No,From Building,5277
2019-12-01,03:32:00,20:20:00,100 ERICKSON ST     ,AGGRAVATED ASSAULT,Yes,,5278
2019-12-01,06:31:00,14:19:00,1700 S  GEDDES ST     ,LARCENY,No,All Other,5279
2019-12-01,12:53:00,14:19:00,1700 S  GEDDES ST     ,LARCENY,No,All Other,5280
2019-12-01,20:17:00,20:17:00,300 S  CLINTON ST     ,LARCENY,No,All Other,5281
2019-12-01,18:27:00,10:38:00,400 WOODRUFF AV     ,AGGRAVATED ASSAULT,Yes,,5282
2019-12-01,17:07:00,10:45:00,800 OSTROM AV     ,BURGLARY,No,From Building,5283
2019-12-02,12:13:00,07:02:00,100 E  WATER ST     ,BURGLARY,Yes,From Building,5284
2019-12-02,06:26:00,09:55:00,100 GRANT BLVD   ,LARCENY,No,From Motor Vehicle,5285
2019-12-02,01:24:00,09:38:00,100 VINCENT ST     ,BURGLARY,No,From Building,5286
2019-12-02,17:52:00,17:52:00,200 N  STATE ST     ,BURGLARY,Yes,Shoplifting,5287
2019-12-02,00:05:00,00:05:00,200 W  LAFAYETTE AV     ,AGGRAVATED ASSAULT,Yes,,5288
2019-12-02,16:07:00,10:00:00,400 COMSTOCK AV     ,LARCENY,No,From Building,5289
2019-12-02,06:22:00,09:30:00,400 GIFFORD ST     ,LARCENY,No,All Other,5290
2019-12-02,20:16:00,20:16:00,400 W  ONONDAGA ST     ,BURGLARY,No,From Building,5291
2019-12-02,07:20:00,07:20:00,500 SEYMOUR ST     ,AGGRAVATED ASSAULT,Yes,,5292
2019-12-02,22:29:00,01:46:00,700 LIVINGSTON AV     ,BURGLARY,Yes,From Building,5293
2019-12-02,14:12:00,11:30:00,900 W  GENESEE ST     ,LARCENY,No,All Other,5294
2019-12-03,22:03:00,22:03:00,1 DESTINY USA DR,LARCENY,No,Shoplifting,5295
2019-12-03,00:54:00,19:20:00,1 DESTINY USA DR,LARCENY,No,All Other,5296
2019-12-03,23:52:00,23:52:00,1 DESTINY USA DR,LARCENY,No,Shoplifting,5297
2019-12-03,15:39:00,09:00:00,100 GRANT BLVD   ,LARCENY,No,From Motor Vehicle,5298
2019-12-03,14:14:00,09:05:00,1500 S  SALINA ST     ,MV THEFT,Yes,Motor Vehicle,5299
2019-12-03,05:48:00,09:00:00,1500 SOUTH AV     ,LARCENY,No,All Other,5300
2019-12-03,20:08:00,20:08:00,200 GRACE ST     ,BURGLARY,No,,5301
2019-12-03,18:56:00,23:00:00,300 W  FAYETTE ST     ,LARCENY,No,All Other,5302
2019-12-03,21:16:00,21:16:00,300 W  SENECA TPKE   ,MV THEFT,Yes,Motor Vehicle,5303
2019-12-03,18:37:00,18:37:00,400 WOODRUFF AV     ,LARCENY,No,All Other,5304
2019-12-03,05:54:00,20:20:00,700 CATHERINE ST     ,BURGLARY,No,From Building,5305
2019-12-04,10:37:00,10:37:00,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,5306
2019-12-04,05:50:00,05:50:00,100 SPRING ST     ,BURGLARY,Yes,,5307
2019-12-04,06:17:00,08:25:00,100 W  CHELTENHAM RD     ,LARCENY,No,From Motor Vehicle,5308
2019-12-04,05:38:00,03:16:00,200 MARTIN LUTHER KING      W ,BURGLARY,Yes,,5309
2019-12-04,13:16:00,10:25:00,200 SENECA ST     ,MV THEFT,Yes,Motor Vehicle,5310
2019-12-04,07:36:00,21:10:00,200 W  KENNEDY ST     ,BURGLARY,No,From Building,5311
2019-12-04,21:01:00,21:01:00,2600 S  SALINA ST     ,MV THEFT,No,Motor Vehicle,5312
2019-12-04,07:31:00,19:30:00,300 HIAWATHA BLVD E ,BURGLARY,Yes,Motor Vehicle,5313
2019-12-04,05:18:00,12:00:00,300 S  CLINTON ST     ,LARCENY,No,All Other,5314
2019-12-04,14:42:00,14:42:00,300 S  SALINA ST     ,LARCENY,No,All Other,5315
2019-12-04,13:52:00,13:52:00,400 GIFFORD ST     ,LARCENY,No,All Other,5316
2019-12-04,07:30:00,21:30:00,500 EUCLID AV     ,BURGLARY,No,From Building,5317
2019-12-04,13:11:00,07:21:00,600 CATHERINE ST     ,LARCENY,No,All Other,5318
2019-12-04,10:32:00,11:00:00,900 JAMES ST     ,LARCENY,No,All Other,5319
2019-12-05,11:57:00,08:05:00,100 HANCOCK DR     ,LARCENY,No,From Motor Vehicle,5320
2019-12-05,07:37:00,07:37:00,2000 S  SALINA ST     ,BURGLARY,Yes,From Building,5321
2019-12-05,21:52:00,08:25:00,300 HIAWATHA BLVD W ,MV THEFT,Yes,Motor Vehicle,5322
2019-12-05,11:22:00,11:22:00,300 N  SALINA ST     ,LARCENY,No,From Motor Vehicle,5323
2019-12-05,12:11:00,19:51:00,400 STINARD AV     ,LARCENY,No,All Other,5324
2019-12-05,07:29:00,01:07:00,4100 S  SALINA ST     ,BURGLARY,No,From Building,5325
2019-12-05,04:11:00,22:00:00,500 VALLEY DR     ,AGGRAVATED ASSAULT,No,,5326
2019-12-05,13:27:00,13:27:00,700 1ST NORTH ST     ,LARCENY,Yes,Shoplifting,5327
2019-12-06,00:00:00,20:15:00,1 DESTINY USA DR,LARCENY,No,Purse Snatch,5328
2019-12-06,11:15:00,01:22:00,100 MOUNT OLYMPUS DR     ,LARCENY,No,From Building,5329
2019-12-06,11:05:00,12:00:00,100 SMALL RD     ,LARCENY,No,From Motor Vehicle,5330
2019-12-06,13:40:00,13:40:00,1000 MONTGOMERY ST     ,AGGRAVATED ASSAULT,Yes,,5331
2019-12-06,06:41:00,23:30:00,1300 CARBON ST     ,ROBBERY,No,All Other,5332
2019-12-06,06:44:00,06:44:00,2400 JAMES ST     ,LARCENY,No,All Other,5333
2019-12-06,18:25:00,07:00:00,2800 GRANT BLVD   ,LARCENY,No,From Motor Vehicle,5334
2019-12-06,10:41:00,10:41:00,2900 E  GENESEE ST     ,LARCENY,Yes,Shoplifting,5335
2019-12-06,15:28:00,10:30:00,300 SLOCUM DR     ,BURGLARY,No,,5336
2019-12-06,06:29:00,21:00:00,4300 S  SALINA ST     ,AGGRAVATED ASSAULT,No,,5337
2019-12-06,21:56:00,21:56:00,600 W  GENESEE ST     ,MV THEFT,No,Motor Vehicle,5338
2019-12-06,14:14:00,00:06:00,600 W  GENESEE ST     ,BURGLARY,No,From Building,5339
2019-12-06,21:52:00,21:52:00,700 WOLF ST     ,MV THEFT,No,Motor Vehicle,5340
2019-12-07,18:54:00,16:30:00,0 CENTENNIAL DR     ,BURGLARY,No,From Building,5341
2019-12-07,13:11:00,13:11:00,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,5342
2019-12-07,16:02:00,16:02:00,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,5343
2019-12-07,14:15:00,14:15:00,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,5344
2019-12-07,04:54:00,04:54:00,1900 SOUTH AV     ,AGGRAVATED ASSAULT,No,,5345
2019-12-07,13:13:00,13:13:00,300 FITCH ST     ,AGGRAVATED ASSAULT,No,,5346
2019-12-07,14:04:00,14:04:00,300 SPRING ST     ,LARCENY,No,Motor Vehicle,5347
2019-12-07,06:26:00,10:20:00,400 COMSTOCK AV     ,BURGLARY,No,From Building,5348
2019-12-07,06:35:00,06:35:00,400 W  SENECA TPKE   ,BURGLARY,Yes,From Building,5349
2019-12-07,04:20:00,04:20:00,500 FELLOWS AV     ,BURGLARY,No,From Motor Vehicle,5350
2019-12-07,12:58:00,09:45:00,500 S  CLINTON ST     ,LARCENY,No,All Other,5351
2019-12-08,00:03:00,00:03:00,1 DESTINY USA DR,LARCENY,No,All Other,5352
2019-12-08,11:52:00,11:52:00,100 COYKENDALL AV     ,BURGLARY,No,,5353
2019-12-08,13:04:00,08:30:00,100 HUGHES PL   N ,LARCENY,No,From Motor Vehicle,5354
2019-12-08,03:21:00,22:00:00,100 MCLENNAN AV     ,LARCENY,No,All Other,5355
2019-12-08,08:34:00,08:34:00,100 MERRIMAN AV     ,AGGRAVATED ASSAULT,No,,5356
2019-12-08,13:43:00,13:43:00,100 POLK ST     ,AGGRAVATED ASSAULT,Yes,,5357
2019-12-08,17:52:00,17:52:00,1000 W  GENESEE ST     ,LARCENY,No,Shoplifting,5358
2019-12-08,03:22:00,23:00:00,200 E  BELDEN AV     ,LARCENY,No,From Mailbox,5359
2019-12-08,11:48:00,08:30:00,200 HIER AV     ,MV THEFT,No,Motor Vehicle,5360
2019-12-08,22:15:00,22:15:00,2000 ERIE BLVD E ,AGGRAVATED ASSAULT,No,All Other,5361
2019-12-08,13:46:00,13:46:00,300 GREEN ST     ,AGGRAVATED ASSAULT,No,,5362
2019-12-08,23:59:00,23:59:00,4200 S  SALINA ST     ,MV THEFT,Yes,From Motor Vehicle,5363
2019-12-08,03:24:00,03:24:00,600 E  BRIGHTON AV     ,AGGRAVATED ASSAULT,No,,5364
2019-12-09,14:48:00,14:48:00,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,5365
2019-12-09,10:04:00,10:04:00,1 DESTINY USA DR,LARCENY,Yes,Shoplifting,5366
2019-12-09,04:19:00,04:19:00,100 CUMBERLAND AV     ,BURGLARY,Yes,,5367
2019-12-09,03:12:00,22:50:00,100 SIMS DR     ,LARCENY,No,All Other,5368
2019-12-09,06:53:00,02:43:00,100 SPRING ST     ,BURGLARY,No,,5369
2019-12-09,18:27:00,10:30:00,100 TITUS AL     ,LARCENY,No,From Motor Vehicle,5370
2019-12-09,19:30:00,19:30:00,1000 COL EILEEN COLLINS BLVD   ,MV THEFT,No,Motor Vehicle,5371
2019-12-09,19:30:00,19:30:00,1000 COL EILEEN COLLINS BLVD   ,MV THEFT,No,Motor Vehicle,5372
2019-12-09,19:30:00,19:30:00,1000 COL EILEEN COLLINS BLVD   ,MV THEFT,No,Motor Vehicle,5373
2019-12-09,10:49:00,10:49:00,1000 OAK ST     ,AGGRAVATED ASSAULT,No,,5374
2019-12-09,02:57:00,02:57:00,1000 W  GENESEE ST     ,LARCENY,No,All Other,5375
2019-12-09,14:20:00,20:00:00,200 CAUYGA ST     ,BURGLARY,No,From Building,5376
2019-12-09,18:29:00,15:00:00,200 HERRIMAN ST     ,LARCENY,No,From Motor Vehicle,5377
2019-12-09,14:39:00,14:39:00,500 ERIE BLVD W ,LARCENY,Yes,All Other,5378
2019-12-09,11:37:00,11:37:00,500 PROSPECT AV     ,AGGRAVATED ASSAULT,No,,5379
2019-12-09,10:24:00,08:09:00,600 BELLEVUE AV     ,BURGLARY,No,From Building,5380
2019-12-09,07:35:00,07:35:00,800 E  BRIGHTON AV     ,LARCENY,No,From Building,5381
2019-12-10,02:10:00,02:10:00,100 BALL CIR    ,MV THEFT,No,Motor Vehicle,5382
2019-12-10,02:10:00,02:10:00,100 BALL CIR    ,MV THEFT,No,Motor Vehicle,5383
2019-12-10,02:10:00,02:10:00,100 BALL CIR    ,MV THEFT,No,Motor Vehicle,5384
2019-12-10,15:34:00,10:30:00,100 CROUSE DR     ,LARCENY,No,All Other,5385
2019-12-10,12:07:00,09:00:00,100 DELEWARE ST     ,AGGRAVATED ASSAULT,Yes,,5386
2019-12-10,16:42:00,16:42:00,100 MARTIN LUTHER KING Jr. E    ,AGGRAVATED ASSAULT,No,,5387
2019-12-10,04:40:00,04:40:00,100 MCALLISTER AV     ,ROBBERY,No,All Other,5388
2019-12-10,07:28:00,10:45:00,100 POLK ST     ,LARCENY,No,Of MV Parts/Accessories,5389
2019-12-10,12:36:00,12:36:00,1200 W  GENESEE ST     ,LARCENY,No,From Motor Vehicle,5390
2019-12-10,14:21:00,17:43:00,1800 S  SALINA ST     ,BURGLARY,No,From Building,5391
2019-12-10,23:00:00,09:30:00,200 ROBERTS AV     ,MV THEFT,No,Motor Vehicle,5392
2019-12-10,13:41:00,12:45:00,2300 S  SALINA ST     ,LARCENY,No,From Motor Vehicle,5393
2019-12-10,14:32:00,10:00:00,2800 ERIE BLVD E ,LARCENY,No,Of MV Parts/Accessories,5394
2019-12-10,18:04:00,16:00:00,300 COURT ST     ,LARCENY,No,From Motor Vehicle,5395
2019-12-10,13:22:00,05:15:00,300 W  WATER ST     ,LARCENY,No,From Motor Vehicle,5396
2019-12-10,13:59:00,13:59:00,500 SOLAR ST     ,AGGRAVATED ASSAULT,No,,5397
2019-12-10,10:14:00,10:14:00,600 FELLOWS AV     ,LARCENY,Yes,Shoplifting,5398
2019-12-11,21:41:00,21:41:00,1 DESTINY USA DR,LARCENY,No,From Building,5399
2019-12-11,13:58:00,13:58:00,100 CULBERT ST     ,BURGLARY,No,From Building,5400
2019-12-11,17:49:00,20:19:00,100 MOONEY AV     ,AGGRAVATED ASSAULT,Yes,,5401
2019-12-11,17:39:00,19:29:00,1000 N  TOWNSEND ST     ,BURGLARY,No,From Building,5402
2019-12-11,16:45:00,06:45:00,1400 OAK ST     ,LARCENY,No,All Other,5403
2019-12-11,10:00:00,10:00:00,300 BEAR ST     ,LARCENY,No,All Other,5404
2019-12-11,16:50:00,15:00:00,300 COOLIDGE AV     ,MV THEFT,No,Motor Vehicle,5405
2019-12-11,17:44:00,15:27:00,300 SOUTH AV     ,AGGRAVATED ASSAULT,No,,5406
2019-12-11,17:22:00,12:05:00,300 STADIUM PL     ,LARCENY,No,All Other,5407
2019-12-11,22:18:00,17:28:00,3100 JAMES ST     ,AGGRAVATED ASSAULT,Yes,,5408
